,short_name,age,nationality_name,height_cm,weight_kg,overall,value_eur,wage_eur,club_name
9389,B. Henning,26,Germany,173,72,66,1100000.0,2000.0,Eintracht Braunschweig
9390,J. Löhmannsröben,30,Germany,186,87,66,725000.0,1000.0,Hallescher FC
9391,W. Kanga,23,France,189,90,66,1700000.0,5000.0,BSC Young Boys
9392,M. Eisa,26,Sudan,183,70,66,1000000.0,4000.0,Milton Keynes Dons
9393,B. Rubio,24,Mexico,186,80,66,1700000.0,4000.0,Mazatlán Futbol Club
9394,A. Barylla,24,Germany,180,84,66,1100000.0,2000.0,FC Erzgebirge Aue
9395,D. Erdoğan,24,Turkey,182,79,66,1200000.0,4000.0,Gazişehir Gaziantep F.K.
9396,S. Puttkammer,32,Germany,192,81,66,550000.0,850.0,SV Meppen
9397,M. Sipľak,25,Slovakia,184,80,66,975000.0,3000.0,Cracovia
9398,N. Casale,23,Italy,191,80,66,1800000.0,6000.0,Hellas Verona
9399,S. Sessegnon,21,England,174,68,66,2000000.0,10000.0,Fulham
9400,V. Mpindi Ekani,24,Cameroon,190,82,66,1200000.0,3000.0,SønderjyskE
9401,F. Brandhof,24,Denmark,182,80,66,1300000.0,4000.0,Aarhus GF
9402,D. Rasak,25,Poland,184,77,66,1000000.0,2000.0,Wisła Płock
9403,A. Fontana,21,United States,173,68,66,1700000.0,2000.0,Philadelphia Union
9404,S. Karamoko,28,France,170,65,66,775000.0,2000.0,AS Nancy Lorraine
9405,F. Downes,22,England,173,70,66,1800000.0,7000.0,Swansea City
9406,R. Kerrouche,27,France,184,73,66,975000.0,2000.0,USL Dunkerque
9407,M. Tchokounté,32,France,188,90,66,700000.0,2000.0,USL Dunkerque
9408,K. Niemczycki,21,Poland,189,84,66,1800000.0,2000.0,Cracovia
9409,M. Perg,29,Uruguay,185,80,66,725000.0,3000.0,Gallos Blancos de Querétaro
9410,F. Escobar,26,Panama,185,74,66,1100000.0,3000.0,AD Alcorcón
9411,T. Gjertsen,29,Norway,175,74,66,850000.0,2000.0,Kristiansund BK
9412,Liu Yang,26,China PR,184,75,66,975000.0,5000.0,Shandong Taishan
9413,S. Sow,24,Netherlands,182,74,66,1200000.0,2000.0,Sheffield Wednesday
9414,B. Öztürk,25,Turkey,185,75,66,1100000.0,5000.0,Antalyaspor
9415,S. Niakaté,21,France,186,76,66,1800000.0,2000.0,FC Metz
9416,L. Guzmán,21,Argentina,171,67,66,1900000.0,3000.0,Club Atlético Aldosivi
9417,V. Demaku,21,Austria,180,68,66,1800000.0,4000.0,FK Austria Wien
9418,M. Ortíz,26,Argentina,162,64,66,1000000.0,5000.0,Club Atlético Talleres
9419,C. Metcalfe,21,Australia,178,70,66,1800000.0,3000.0,Melbourne City FC
9420,S. Baptiste,23,Grenada,175,67,66,1900000.0,11000.0,Brentford
9421,M. O'Riley,20,England,187,77,66,1900000.0,3000.0,Milton Keynes Dons
9422,Leonardo Rocha,23,Portugal,200,92,66,1700000.0,4000.0,KAS Eupen
9423,José Lara,21,Spain,162,60,66,1900000.0,5000.0,Real Betis Balompié
9424,Genaro,23,Spain,184,76,66,1800000.0,2000.0,Málaga CF
9425,Dani Escriche,23,Spain,178,75,66,1900000.0,4000.0,SD Huesca
9426,L. Millar,21,Canada,185,79,66,1900000.0,3000.0,FC Basel 1893
9427,J. Carranza,21,Argentina,175,75,66,1900000.0,2000.0,Inter Miami CF
9428,Kike Hermoso,21,Spain,190,76,66,1800000.0,4000.0,Real Betis Balompié
9429,L. Justiniano,28,Bolivia,172,79,66,750000.0,500.0,Club Bolívar
9430,Y. Clementia,23,France,188,80,66,1000000.0,1000.0,Stade Malherbe Caen
9431,G. Hatano,23,Japan,198,97,66,1100000.0,2000.0,FC Tokyo
9432,Yang Liyu,24,China PR,179,65,66,1300000.0,6000.0,Guangzhou FC
9433,A. Akinola,21,Canada,178,83,66,1900000.0,2000.0,Toronto FC
9434,M. Jenz,22,Germany,190,86,66,1800000.0,5000.0,FC Lorient
9435,K. Guessoum,22,France,176,70,66,1800000.0,2000.0,Nîmes Olympique
9436,Y. Armougom,23,France,173,71,66,1200000.0,2000.0,Stade Malherbe Caen
9437,N. Díaz,22,Chile,180,75,66,1800000.0,3000.0,Mazatlán Futbol Club
9438,N. Gallardo,23,Argentina,178,73,66,1300000.0,3000.0,Club Atlético Colón
9439,Brugui,24,Spain,174,68,66,1400000.0,7000.0,CD Mirandés
9440,F. Grahl,29,Argentina,180,75,66,825000.0,4000.0,Club Atlético Aldosivi
9441,V. Johansson,22,Sweden,186,74,66,1700000.0,2000.0,Rotherham United
9442,V. Torp,21,Denmark,178,68,66,1900000.0,6000.0,KV Kortrijk
9443,K. Kabran,27,Sweden,185,82,66,900000.0,2000.0,Viking FK
9444,B. Lucassen,23,Netherlands,173,66,66,1800000.0,2000.0,Go Ahead Eagles
9445,Y. Bisseck,20,Germany,196,87,66,1900000.0,5000.0,Aarhus GF
9446,U. Segura,28,Costa Rica,183,70,66,850000.0,3000.0,Austin FC
9447,C. Akas,27,Nigeria,188,90,66,975000.0,2000.0,Belenenses SAD
9448,R. Hoffmann,22,Germany,192,86,66,1700000.0,10000.0,Sunderland
9449,M. Costly,25,Germany,183,76,66,1100000.0,1000.0,SV Waldhof Mannheim 07
9450,G. Cortéz,25,Ecuador,178,64,66,1300000.0,500.0,Barcelona Sporting Club
9451,L. Dietz,24,Germany,190,79,66,1200000.0,2000.0,FC Würzburger Kickers
9452,D. Foulon,22,Belgium,180,78,66,1800000.0,4000.0,Benevento
9453,A. Ghareeb,24,Saudi Arabia,165,61,66,1300000.0,9000.0,Al Ahli
9454,S. Cibois,23,France,192,83,66,1100000.0,3000.0,Stade Brestois 29
9455,A. Antilef,22,Argentina,170,65,66,1900000.0,3000.0,Arsenal de Sarandí
9456,J. Núñez,32,Paraguay,174,71,66,700000.0,500.0,12 de Octubre FC
9457,J. Lindsey,21,United States,178,88,66,2000000.0,2000.0,Sporting Kansas City
9458,N. Thaller,22,Argentina,185,86,66,1800000.0,4000.0,Club Atlético Lanús
9459,A. Succar,25,Peru,180,78,66,1100000.0,500.0,Club Universitario de Deportes
9460,C. Sickinger,23,Germany,183,73,66,1600000.0,2000.0,SV Sandhausen
9461,A. Herrera,24,United States,180,70,66,1600000.0,2000.0,Real Salt Lake
9462,G. Bello,19,United States,170,68,66,1900000.0,1000.0,Atlanta United
9463,F. Valot,28,France,175,75,66,850000.0,3000.0,FC Cincinnati
9464,T. Domgjoni,22,Switzerland,177,74,66,1800000.0,4000.0,Vitesse
9465,K. Nakamura,28,Japan,178,73,66,850000.0,2000.0,Shimizu S-Pulse
9466,J. Marcinkowski,24,United States,188,82,66,1000000.0,2000.0,San Jose Earthquakes
9467,M. Adams,24,England,168,75,66,1200000.0,2000.0,Atlanta United
9468,C. Baird,25,United States,178,73,66,1300000.0,3000.0,Houston Dynamo
9469,S. Vines,22,United States,178,68,66,1800000.0,5000.0,Royal Antwerp FC
9470,B. Reynolds,20,United States,188,75,66,1800000.0,9000.0,Roma
9471,Álvaro García,21,Spain,184,77,66,2000000.0,4000.0,RCD Espanyol de Barcelona
9472,A. Abeid,23,Mauritania,174,73,66,1100000.0,2000.0,Valenciennes FC
9473,Pablo Martínez,23,Spain,182,74,66,1900000.0,7000.0,Levante Unión Deportiva
9474,D. Valencia,21,Chile,181,74,66,2100000.0,3000.0,Universidad Católica
9475,T. Richards,20,England,180,78,66,2100000.0,11000.0,Brighton & Hove Albion
9476,E. Aiwu,20,Austria,184,77,66,1800000.0,6000.0,SK Rapid Wien
9477,J. Meier,21,Germany,181,75,66,1800000.0,5000.0,F.C. Hansa Rostock
9478,V. Burgoa,20,Argentina,175,73,66,1900000.0,2000.0,Godoy Cruz
9479,R. Ljubicic,21,Austria,178,74,66,1900000.0,6000.0,SK Rapid Wien
9480,Andújar,29,Spain,189,79,66,725000.0,2000.0,FC Cartagena
9481,D. Sanderson,21,England,188,78,66,2000000.0,13000.0,Birmingham City
9482,L. Adžić,22,Serbia,184,78,66,1400000.0,3000.0,PEC Zwolle
9483,A. Spahić,24,Bosnia and Herzegovina,190,77,66,1000000.0,1000.0,1. FC Kaiserslautern
9484,S. Pittman,28,Scotland,176,72,66,850000.0,3000.0,Livingston FC
9485,A. Mabaso,30,South Africa,173,67,66,725000.0,500.0,Orlando Pirates
9486,I. Pherai,20,Netherlands,175,74,66,1900000.0,1000.0,Borussia Dortmund II
9487,D. Ballard,21,Northern Ireland,187,85,66,1800000.0,13000.0,Millwall
9488,E. Bekiroglu,25,Germany,185,84,66,1100000.0,4000.0,Aytemiz Alanyaspor
9489,H. Pernía,30,Venezuela,183,82,66,700000.0,500.0,Deportivo La Guaira FC
9490,A. Bernier,23,Belgium,170,68,66,1400000.0,4000.0,Seraing
9491,P. Schmidt,27,Germany,185,83,66,925000.0,7000.0,FC Ingolstadt 04
9492,W. Burger,20,Netherlands,190,80,66,1900000.0,3000.0,FC Basel 1893
9493,A. El Bouchataoui,21,Netherlands,178,74,66,1900000.0,2000.0,RKC Waalwijk
9494,A. Elogo,26,Cameroon,179,72,66,1000000.0,2000.0,Valenciennes FC
9495,R. Stewart,24,Scotland,193,81,66,1200000.0,4000.0,Sunderland
9496,R. Vodišek,22,Slovenia,188,83,66,1700000.0,3000.0,Genoa
9497,Gabriel Brazão,20,Brazil,192,85,66,1600000.0,10000.0,Inter
9498,J. Stanić,22,Croatia,184,81,66,1800000.0,6000.0,SV Wehen Wiesbaden
9499,I. Domínguez,21,Mexico,172,68,66,1800000.0,3000.0,Club Necaxa
9500,E. Erhahon,20,Scotland,178,66,66,1900000.0,2000.0,St. Mirren
9501,S. van Hooijdonk,21,Netherlands,190,80,66,1900000.0,7000.0,Bologna
9502,S. Beusnard,29,France,170,62,66,850000.0,2000.0,Pau FC
9503,T. Hájek,29,Czech Republic,187,77,66,800000.0,5000.0,Vitesse
9504,Kim Moon Hwan,25,Korea Republic,172,64,66,1000000.0,2000.0,Los Angeles FC
9505,G. Compagnucci,29,Argentina,178,73,66,850000.0,5000.0,Newell's Old Boys
9506,N. Tiknizyan,22,Russia,180,75,66,1900000.0,11000.0,FC Lokomotiv Moscow
9507,T. Sugeno,37,Japan,179,75,66,90000.0,1000.0,Hokkaido Consadole Sapporo
9508,E. Karic,24,Austria,184,81,66,1200000.0,4000.0,SV Darmstadt 98
9509,C. Benavídez,23,Uruguay,180,77,66,1200000.0,3000.0,Club Atlético Independiente
9510,Juan Ibiza,25,Spain,187,78,66,1100000.0,2000.0,UD Ibiza
9511,Gonçalo Cardoso,20,Portugal,189,83,66,1800000.0,11000.0,FC Basel 1893
9512,M. Insaurralde,22,Argentina,176,70,66,1700000.0,4000.0,Gimnasia y Esgrima La Plata
9513,K. Michael,21,Nigeria,176,70,66,1900000.0,7000.0,Bologna
9514,X. Simons,18,Netherlands,168,58,66,2200000.0,6000.0,Paris Saint-Germain
9515,G. Ferrari,24,Argentina,184,76,66,1600000.0,3000.0,Godoy Cruz
9516,F. Colidio,21,Argentina,179,68,66,1900000.0,18000.0,Inter
9517,A. Lomovitskiy,23,Russia,181,73,66,1900000.0,12000.0,Spartak Moskva
9518,Miguel Morro,20,Spain,193,79,66,1800000.0,3000.0,CF Fuenlabrada
9519,G. Henriksson,23,Sweden,188,80,66,1800000.0,4000.0,RZ Pellets Wolfsberger AC
9520,Ezequiel,23,Brazil,167,65,66,1400000.0,3000.0,Sanfrecce Hiroshima
9521,W. Ditta,24,Colombia,180,80,66,1600000.0,850.0,Junior FC
9522,M. Ross,20,Denmark,191,81,66,1800000.0,3000.0,Aalborg BK
9523,D. Chambost,23,France,177,70,66,1400000.0,5000.0,ESTAC Troyes
9524,Y. Góez,21,Colombia,179,75,66,1800000.0,3000.0,Club Atlético Colón
9525,A. Reyes,21,Colombia,183,81,66,2000000.0,2000.0,New York Red Bulls
9526,J. Gelhardt,19,England,175,76,66,2200000.0,13000.0,Leeds United
9527,E. Vega,31,Ecuador,168,69,66,600000.0,500.0,Sociedad Deportiva Aucas
9528,André Luís,27,Brazil,184,78,66,1000000.0,5000.0,Moreirense FC
9529,A. Díaz,21,Argentina,172,73,66,1900000.0,4000.0,San Lorenzo de Almagro
9530,C. Mola,20,England,183,78,66,1800000.0,5000.0,VfB Stuttgart
9531,P. Will,22,Germany,185,77,66,1800000.0,4000.0,SG Dynamo Dresden
9532,E. Pletinckx,20,Belgium,190,87,66,1800000.0,3000.0,SV Zulte Waregem
9533,S. Plaza,22,Ecuador,187,80,66,1900000.0,500.0,Independiente del Valle
9534,M. Mudryk,20,Ukraine,175,61,66,1900000.0,500.0,Shakhtar Donetsk
9535,A. Nalić,23,Bosnia and Herzegovina,190,83,66,1900000.0,2000.0,Malmö FF
9536,S. Bjørshol,27,Norway,184,72,66,900000.0,2000.0,Viking FK
9537,L. Dajaku,20,Germany,180,75,66,2100000.0,7000.0,Sunderland
9538,R. Matsumoto,33,Japan,175,66,66,525000.0,2000.0,Oita Trinita
9539,C. Ngonge,21,Belgium,179,67,66,1900000.0,2000.0,FC Groningen
9540,G. Haag,21,France,185,80,66,1800000.0,2000.0,AS Nancy Lorraine
9541,J. Zwarts,22,Netherlands,190,83,66,1900000.0,4000.0,SSV Jahn Regensburg
9542,L. Paiva,27,Uruguay,156,57,66,900000.0,500.0,Club Atlético Rentistas
9543,K. Yuruki,25,Japan,183,70,66,1000000.0,4000.0,Urawa Red Diamonds
9544,S. Haudum,26,Austria,188,74,66,1100000.0,4000.0,SC Rheindorf Altach
9545,M. Kamara,23,Liberia,184,77,66,1900000.0,4000.0,Atakaş Hatayspor
9546,F. Quinteros,22,Argentina,176,69,66,1800000.0,4000.0,Club Atlético Banfield
9547,M. Loría,24,Costa Rica,178,77,66,1400000.0,2000.0,Portland Timbers
9548,V. Dragsnes,27,Norway,187,82,66,900000.0,2000.0,Lillestrøm SK
9549,O. Lebedenko,22,Ukraine,174,63,66,1800000.0,2000.0,CD Lugo
9550,A. Colorado,22,Colombia,182,71,66,1800000.0,650.0,Deportivo Cali
9551,C. Sertel,21,Turkey,186,80,66,1800000.0,7000.0,Çaykur Rizespor
9552,A. Gutman,24,United States,183,72,66,1300000.0,2000.0,New York Red Bulls
9553,W. Isidor,20,France,186,74,66,1900000.0,11000.0,AS Monaco
9554,Y. Machida,31,Japan,166,55,66,725000.0,2000.0,Oita Trinita
9555,Andre Shinyashiki,24,Brazil,175,68,66,1400000.0,2000.0,Colorado Rapids
9556,D. Ochoa,20,Mexico,188,80,66,1600000.0,1000.0,Real Salt Lake
9557,G. Avila,19,Argentina,182,75,66,1900000.0,2000.0,Rosario Central
9558,R. Ashurmatov,24,Uzbekistan,185,83,66,1600000.0,2000.0,Gangwon FC
9559,H. Dotson,23,United States,180,77,66,1200000.0,2000.0,Minnesota United FC
9560,B. Sekulić,29,Slovakia,188,73,66,750000.0,2000.0,Chicago Fire Football Club
9561,C. Zady Sery,21,Côte d'Ivoire,177,72,66,1900000.0,2000.0,Stade Malherbe Caen
9562,L. Leroy,21,France,187,82,66,1900000.0,6000.0,Montpellier Hérault SC
9563,J. Branthwaite,19,England,195,74,66,2100000.0,9000.0,Everton
9564,Kim Tae Hwan,21,Korea Republic,179,73,66,2000000.0,1000.0,Suwon Samsung Bluewings
9565,A. Barman,27,United Arab Emirates,175,71,66,925000.0,500.0,Al Ain FC
9566,R. Cordano,22,Bolivia,185,74,66,1700000.0,500.0,Club Bolívar
9567,A. Miron,27,Romania,185,86,66,800000.0,5000.0,FCSB (Steaua)
9568,A. Pițian,25,Romania,192,89,66,1000000.0,2000.0,Campionii FC Arges
9569,C. Golofca,31,Romania,168,69,66,700000.0,5000.0,Sepsi OSK Sf. Gheorghe
9570,C. Petrila,20,Romania,176,67,66,2100000.0,4000.0,CFR Cluj
9571,P. Iacob,25,Romania,185,80,66,1100000.0,2000.0,AFC Chindia Târgoviște
9572,A. Artean,27,Romania,185,81,66,875000.0,3000.0,FC Farul Constanța
9573,J. Carls,24,Germany,177,70,66,1600000.0,4000.0,SC Paderborn 07
9574,S. Cabrera,23,Chile,174,68,66,1800000.0,1000.0,Club Deportivo Palestino
9575,D. Kother,21,Germany,180,67,66,1900000.0,4000.0,Karlsruher SC
9576,L. Mbe Soh,20,France,187,86,66,1800000.0,9000.0,Nottingham Forest
9577,Y. Hasegawa,24,Japan,178,77,66,1300000.0,1000.0,Oita Trinita
9578,J. Chougrani,30,France,185,82,66,700000.0,2000.0,Rodez Aveyron Football
9579,Sergio Camello,20,Spain,177,69,66,2100000.0,11000.0,CD Mirandés
9580,Zé Uilton,28,Brazil,175,67,66,850000.0,4000.0,FC Paços de Ferreira
9581,H. Fernández,23,Paraguay,172,71,66,1900000.0,4000.0,Defensa y Justicia
9582,F. Cardozo,20,Paraguay,173,72,66,1900000.0,500.0,Club Olimpia
9583,K. Imeri,21,Switzerland,173,73,66,2100000.0,5000.0,Servette FC
9584,M. Svoboda,22,Austria,195,85,66,1800000.0,5000.0,Venezia FC
9585,M. Ekpiteta,25,England,193,84,66,1100000.0,4000.0,Blackpool
9586,L. Greiml,19,Austria,186,76,66,1900000.0,4000.0,SK Rapid Wien
9587,S. Sonnenberg,22,Germany,194,87,66,1600000.0,2000.0,Heracles Almelo
9588,J. Marx,26,Germany,171,69,66,975000.0,6000.0,FC Ingolstadt 04
9589,J. Gaari,27,Curacao,181,77,66,900000.0,2000.0,RKC Waalwijk
9590,D. Köhn,22,Germany,180,73,66,1800000.0,2000.0,Willem II
9591,J. Holúbek,30,Slovakia,180,79,66,725000.0,3000.0,Piast Gliwice
9592,Larrazabal,23,Spain,180,78,66,1900000.0,3000.0,SD Amorebieta
9593,M. Aioani,21,Romania,186,80,66,1700000.0,2000.0,FC Farul Constanța
9594,C. Neguț,25,Romania,176,72,66,1100000.0,3000.0,AFC Chindia Târgoviște
9595,M. Domański,30,Poland,168,62,66,825000.0,1000.0,PGE FKS Stal Mielec
9596,M. Miers,31,Paraguay,185,81,66,575000.0,4000.0,Club Atlético Aldosivi
9597,B. Sam,23,South Africa,171,66,66,1200000.0,500.0,Orlando Pirates
9598,J. Bay,28,Argentina,179,79,66,775000.0,4000.0,Club Atlético Central Córdoba
9599,M. Balda,29,Ecuador,173,67,66,850000.0,500.0,Guayaquil City FC
9600,W. Coulibaly,22,France,188,84,66,1800000.0,7000.0,Parma
9601,T. Huk,26,Slovakia,184,80,66,1000000.0,3000.0,Piast Gliwice
9602,K. Klefisch,21,Germany,186,79,66,1200000.0,1000.0,Viktoria Köln
9603,Tiago Dantas,20,Portugal,169,58,66,2100000.0,3000.0,CD Tondela
9604,I. Van der Brempt,19,Belgium,191,76,66,2100000.0,3000.0,Club Brugge KV
9605,N. Dyhr,20,Denmark,177,66,66,1600000.0,5000.0,FC Midtjylland
9606,G. Fernández,27,Uruguay,186,78,66,1000000.0,7000.0,Fútbol Club Juárez
9607,U. Akyol,23,Germany,180,74,66,1700000.0,5000.0,Antalyaspor
9608,R. Hendriks,19,Netherlands,189,76,66,1900000.0,2000.0,Feyenoord
9609,Berto,23,Spain,172,70,66,1900000.0,3000.0,Real Sporting de Gijón
9610,A. Gómez,33,Venezuela,169,73,66,525000.0,500.0,AC Mineros de Guayana
9611,S. Tanaka,24,Japan,183,68,66,1200000.0,2000.0,Hokkaido Consadole Sapporo
9612,K. Koindredi,19,France,184,77,66,2000000.0,5000.0,Valencia CF
9613,Saúl Crespo,24,Spain,186,79,66,1600000.0,2000.0,SD Ponferradina
9614,B. Rollheiser,21,Argentina,175,71,66,1900000.0,4000.0,River Plate
9615,Diogo Sousa,22,Portugal,195,85,66,1500000.0,3000.0,Antalyaspor
9616,Riquelme,21,Spain,174,66,66,2100000.0,9000.0,CD Mirandés
9617,M. Aničić,31,Bosnia and Herzegovina,192,86,66,575000.0,5000.0,İttifak Holding Konyaspor
9618,Jota Gonçalves,21,Portugal,186,76,66,1800000.0,2000.0,CD Tondela
9619,I. Jack,23,Nigeria,187,75,66,1600000.0,1000.0,Strømsgodset IF
9620,H. Ortega,21,Mexico,190,81,66,1800000.0,4000.0,Deportivo Toluca
9621,A. Atouchi,29,Morocco,186,78,66,725000.0,4000.0,Abha Club
9622,M. Taabouni,19,Netherlands,170,68,66,2200000.0,2000.0,AZ Alkmaar
9623,A. Doughty,21,England,183,68,66,1800000.0,6000.0,Stoke City
9624,A. Rouault,20,France,187,76,66,1900000.0,2000.0,Toulouse Football Club
9625,W. Singo,20,Côte d'Ivoire,190,79,66,2000000.0,8000.0,Torino F.C.
9626,V. Zagaritis,20,Greece,178,68,66,2000000.0,6000.0,Parma
9627,Félix Correia,20,Portugal,178,72,66,2200000.0,7000.0,Parma
9628,A. Tapsoba,19,Burkina Faso,177,70,66,2000000.0,3000.0,Standard de Liège
9629,A. Cougo,25,Uruguay,180,73,66,1100000.0,500.0,Club Libertad
9630,R. Redes,21,Paraguay,175,75,66,1900000.0,2000.0,Austin FC
9631,F. Franco,22,Paraguay,177,73,66,1800000.0,500.0,Club Cerro Porteño
9632,N. Acevedo,22,Uruguay,173,73,66,2000000.0,2000.0,New York City FC
9633,J. Trasante,22,Uruguay,175,70,66,1900000.0,500.0,Club Nacional de Football
9634,J. Chalá,26,Ecuador,182,70,66,1000000.0,4000.0,Godoy Cruz
9635,O. Edvardsen,22,Norway,175,70,66,1700000.0,1000.0,Stabæk Fotball
9636,D. Yongwa,20,Cameroon,174,65,66,1800000.0,2000.0,Chamois Niortais Football Club
9637,E. Pérez,28,Bolivia,174,66,66,850000.0,500.0,Club Deportivo Jorge Wilstermann
9638,D. Febles,30,Venezuela,180,74,66,850000.0,500.0,Aragua Fútbol Club
9639,M. Villarroel,22,Bolivia,177,74,66,1900000.0,500.0,Club Deportivo Jorge Wilstermann
9640,R. Solís,23,Peru,188,75,66,1500000.0,500.0,Club Sporting Cristal
9641,E. Franco,20,Peru,183,78,66,1600000.0,500.0,Club Sporting Cristal
9642,J. Reyes,33,Peru,178,79,66,450000.0,500.0,Sport Huancayo
9643,B. Velarde,22,Peru,180,72,66,1100000.0,500.0,Club Universitario de Deportes
9644,A. Ferro,20,Venezuela,181,77,66,1800000.0,500.0,Metropolitanos de Caracas FC
9645,G. Castillo,30,Uruguay,179,74,66,700000.0,500.0,Club The Strongest
9646,J. Barco,23,Peru,175,70,66,1300000.0,500.0,Carlos A. Mannucci
9647,L. Bolívar,31,Venezuela,167,70,66,625000.0,500.0,Metropolitanos de Caracas FC
9648,R. Hernández,27,Venezuela,165,66,66,900000.0,500.0,Club Always Ready
9649,J. Mancín,21,Venezuela,165,61,66,1900000.0,500.0,Metropolitanos de Caracas FC
9650,A. Osorio,23,Peru,183,75,66,1300000.0,500.0,Club Universitario de Deportes
9651,L. Ayala,27,Ecuador,170,76,66,900000.0,500.0,LDU Quito
9652,C. Diez,25,Peru,176,71,66,1100000.0,500.0,Universidad Técnica de Cajamarca
9653,C. Cuero,25,Ecuador,183,79,66,1200000.0,500.0,Sociedad Deportiva Aucas
9654,A. Alvarado,22,Ecuador,165,60,66,1900000.0,2000.0,Orlando City Soccer Club
9655,L. Iberico,23,Peru,180,74,66,1400000.0,500.0,FBC Melgar
9656,S. Asan,22,Turkey,170,67,66,1300000.0,6000.0,Trabzonspor
9657,P. Gueye,21,Senegal,188,84,66,1900000.0,4000.0,KV Kortrijk
9658,A. Ale,26,Uruguay,192,92,66,1100000.0,500.0,Club Olimpia
9659,S. Mijnans,21,Netherlands,179,70,66,2100000.0,2000.0,Sparta Rotterdam
9660,M. Rabuñal,27,Uruguay,184,77,66,975000.0,5000.0,Rosario Central
9661,Valera,19,Spain,170,68,66,2200000.0,7000.0,Real Sociedad B
9662,S. Abe,23,Japan,171,67,66,1300000.0,3000.0,FC Tokyo
9663,J. Perlaza,23,Ecuador,168,68,66,1300000.0,500.0,Barcelona Sporting Club
9664,A. Șeroni,34,Romania,195,90,66,275000.0,3000.0,FC Botoşani
9665,B. Martínez,21,Argentina,170,75,66,1700000.0,3000.0,Club Atlético Independiente
9666,R. Villagra,20,Argentina,178,76,66,1900000.0,3000.0,Club Atlético Talleres
9667,E. Valencia,21,Chile,176,68,66,1900000.0,900.0,Unión La Calera
9668,T. Escalante,21,Argentina,170,67,66,1900000.0,3000.0,Defensa y Justicia
9669,Lobete,20,Spain,178,70,66,2100000.0,2000.0,Real Sociedad B
9670,D. Velkovski,26,Bulgaria,185,70,66,975000.0,4000.0,KSV Cercle Brugge
9671,N. Geyrhofer,21,Austria,188,77,66,1800000.0,4000.0,SK Sturm Graz
9672,J. Doig,19,Scotland,189,70,66,1900000.0,1000.0,Hibernian
9673,Y. Matsuo,23,Japan,170,65,66,1200000.0,1000.0,Yokohama FC
9674,A. Timossi Andersson,20,Sweden,170,65,66,2100000.0,3000.0,SK Austria Klagenfurt
9675,N. Sosa,25,Uruguay,177,66,66,1200000.0,4000.0,Gallos Blancos de Querétaro
9676,K. Chodyna,22,Poland,176,68,66,1800000.0,2000.0,Zagłębie Lubin
9677,A. Trezza,22,Uruguay,166,59,66,1900000.0,500.0,Club Nacional de Football
9678,J. Quinteros,20,Bolivia,184,76,66,1800000.0,500.0,Club Bolívar
9679,M. Tamás,27,Hungary,192,74,66,850000.0,3000.0,Śląsk Wrocław
9680,M. Martínez,22,Paraguay,184,78,66,1700000.0,500.0,Club Cerro Porteño
9681,V. Mendoza,26,Ecuador,184,91,66,925000.0,500.0,Barcelona Sporting Club
9682,N. Molina,28,Ecuador,177,75,66,825000.0,500.0,Barcelona Sporting Club
9683,A. Johnston,22,Canada,180,77,66,1300000.0,2000.0,Nashville SC
9684,K. Fischer,20,Germany,182,77,66,1600000.0,3000.0,1. FC Nürnberg
9685,A. Forrest,24,Scotland,176,74,66,1200000.0,2000.0,Livingston FC
9686,M. Cho,17,France,182,73,66,2100000.0,1000.0,Angers SCO
9687,C. Reiner,23,Austria,197,88,66,1600000.0,3000.0,SV Ried
9688,T. Ortega,20,Argentina,185,72,66,1800000.0,3000.0,Club Atlético Independiente
9689,D. Thiam,31,France,179,67,66,625000.0,2000.0,USL Dunkerque
9690,I. Boura,20,France,173,68,66,1800000.0,5000.0,Racing Club de Lens
9691,E. Martel,19,Germany,187,81,66,2100000.0,8000.0,FK Austria Wien
9692,Fabiano Souza,21,Brazil,170,64,66,2000000.0,3000.0,SC Braga
9693,K. Caliskaner,21,Germany,190,87,66,1800000.0,3000.0,SSV Jahn Regensburg
9694,K. Ruiz-Atil,18,Morocco,173,60,66,2000000.0,10000.0,FC Barcelona
9695,A. Dedić,18,Bosnia and Herzegovina,180,67,66,2100000.0,2000.0,RZ Pellets Wolfsberger AC
9696,Iago López,22,Spain,177,66,66,1800000.0,2000.0,CD Mirandés
9697,F. Doucouré,20,Mali,172,61,66,1800000.0,5000.0,Stade de Reims
9698,Luís Mata,23,Portugal,181,66,66,1200000.0,2000.0,Pogoń Szczecin
9699,N. Patterson,19,Scotland,178,66,66,1900000.0,7000.0,Rangers FC
9700,K. Fujimoto,22,Japan,176,68,66,1900000.0,3000.0,Gil Vicente FC
9701,B. Letić,28,Bosnia and Herzegovina,184,78,66,775000.0,3000.0,CD Mirandés
9702,M. Rente,24,Germany,184,84,66,1200000.0,2000.0,Heracles Almelo
9703,F. Andueza,24,Uruguay,189,80,66,1600000.0,3000.0,Club Atlético Central Córdoba
9704,M. Mitaj,17,Albania,185,71,66,2000000.0,500.0,AEK Athens
9705,J. Oosterwolde,20,Netherlands,186,74,66,2000000.0,2000.0,FC Twente
9706,S. Meza,21,Argentina,185,78,66,1700000.0,2000.0,Club Atlético Huracán
9707,Jean Patric,24,Brazil,175,67,66,1300000.0,2000.0,Santa Clara
9708,N. Castro,30,Argentina,181,79,66,825000.0,4000.0,Arsenal de Sarandí
